Genome,Feature Type,Start,End,Length,Strand,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa ,CDS,182714,189772,7059,+,2352,,Siderophore biosynthesis non-ribosomal peptide synthetase modules,
Pseudomonas aeruginosa ,CDS,18410,19138,729,+,242,,"Transcriptional regulator, IclR family",
Pseudomonas aeruginosa ,CDS,189769,190935,1167,+,388,,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases,
Pseudomonas aeruginosa ,CDS,190935,192260,1326,+,441,,Siderophore biosynthesis non-ribosomal peptide synthetase modules,
Pseudomonas aeruginosa ,CDS,19154,20089,936,+,311,,Formiminoglutamase (EC 3.5.3.8),GO:0050415|formimidoylglutamase activity
Pseudomonas aeruginosa ,CDS,192262,193176,915,+,304,,Siderophore biosynthesis non-ribosomal peptide synthetase modules,
Pseudomonas aeruginosa ,CDS,193169,194425,1257,+,418,,Putative cytochrome P450 hydroxylase,
Pseudomonas aeruginosa ,CDS,194422,194847,426,+,141,,Ketosteroid isomerase-related protein,
Pseudomonas aeruginosa ,CDS,194851,195843,993,+,330,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",GO:0033818|beta-ketoacyl-acyl-carrier-protein synthase III activity
Pseudomonas aeruginosa ,CDS,195857,196096,240,+,79,,Acyl carrier protein,
Pseudomonas aeruginosa ,CDS,196214,196966,753,+,250,,SAM-dependent methyltransferase,
Pseudomonas aeruginosa ,CDS,197058,198224,1167,+,388,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,198235,199227,993,-,330,,ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20),GO:0008712|ADP-glyceromanno-heptose 6-epimerase activity
Pseudomonas aeruginosa ,CDS,199323,199613,291,-,96,,SelT/selW/selH selenoprotein domain,
Pseudomonas aeruginosa ,CDS,199682,201868,2187,+,728,,"bifunctional outer membrane translocase / extracellular lipase, PlpD",
Pseudomonas aeruginosa ,CDS,20128,21342,1215,+,404,,Sodium/glutamate symporter,
Pseudomonas aeruginosa ,CDS,201876,203924,2049,-,682,,Tfp pilus assembly protein FimV,
Pseudomonas aeruginosa ,CDS,204201,204635,435,-,144,,Transcriptional regulator SlyA,
Pseudomonas aeruginosa ,CDS,204753,205769,1017,-,338,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,205920,207083,1164,-,387,,Sensory box/GGDEF family protein,
Pseudomonas aeruginosa ,CDS,207178,209316,2139,-,712,,ATP-dependent DNA helicase RecQ,
Pseudomonas aeruginosa ,CDS,2080,3759,1680,-,559,,SSU ribosomal protein S1p,
Pseudomonas aeruginosa ,CDS,209400,209750,351,-,116,,Hpt domain protein,
Pseudomonas aeruginosa ,CDS,209816,211531,1716,-,571,,"Serine phosphatase RsbU, regulator of sigma subunit / Serine-protein kinase RsbW (EC 2.7.11.1)",
Pseudomonas aeruginosa ,CDS,211533,211838,306,-,101,,Anti-sigma B factor antagonist RsbV,
Pseudomonas aeruginosa ,CDS,212153,212977,825,-,274,,Chemotaxis protein methyltransferase CheR (EC 2.1.1.80),GO:0008983|protein-glutamate O-methyltransferase activity
Pseudomonas aeruginosa ,CDS,213054,213986,933,-,310,,Chemotaxis protein CheV (EC 2.7.3.-),GO:0000155|phosphorelay sensor kinase activity;GO:0000155|histone arginine kinase activity
Pseudomonas aeruginosa ,CDS,21339,21491,153,+,50,,FIG00954417: hypothetical protein,
Pseudomonas aeruginosa ,CDS,214118,214816,699,+,232,,Flagellar basal-body P-ring formation protein FlgA,
Pseudomonas aeruginosa ,CDS,214961,215284,324,+,107,,Negative regulator of flagellin synthesis FlgM (anti-sigma28),
Pseudomonas aeruginosa ,CDS,215339,215809,471,+,156,,Flagellar biosynthesis protein FlgN,
Pseudomonas aeruginosa ,CDS,21571,22494,924,+,307,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,215874,216629,756,+,251,,Flagellar brake protein YcgR,
Pseudomonas aeruginosa ,CDS,216633,217244,612,-,203,,Glycosyltransferase,
Pseudomonas aeruginosa ,CDS,217286,218590,1305,-,434,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,218774,220117,1344,-,447,,glutamine synthetase family protein,
Pseudomonas aeruginosa ,CDS,220341,221687,1347,+,448,,D-serine ammonia-lyase (EC 4.3.1.18),GO:0008721|D-serine ammonia-lyase activity
Pseudomonas aeruginosa ,CDS,221744,222622,879,+,292,,Permease of the drug/metabolite transporter (DMT) superfamily,
Pseudomonas aeruginosa ,CDS,222627,223655,1029,-,342,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,223660,224718,1059,-,352,,probable secretion protein,
Pseudomonas aeruginosa ,CDS,225186,225533,348,+,115,,Photopexin A,
Pseudomonas aeruginosa ,CDS,225587,226105,519,-,172,,Urea channel UreI,
Pseudomonas aeruginosa ,CDS,22601,22978,378,-,125,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,226148,226738,591,-,196,,Two component response regulator associated with urea and amide use,
Pseudomonas aeruginosa ,CDS,226735,227892,1158,-,385,,"Possible regulatory protein similar to urea ABC transporter, substrate binding protein",
Pseudomonas aeruginosa ,CDS,227918,229033,1116,-,371,,ATP-dependent protease ATP-binding subunit-like protein amiB,
Pseudomonas aeruginosa ,CDS,229116,230156,1041,-,346,,Aliphatic amidase AmiE (EC 3.5.1.4),GO:0004040|amidase activity
Pseudomonas aeruginosa ,CDS,230423,230761,339,+,112,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,23072,24232,1161,-,386,,LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22),
Pseudomonas aeruginosa ,CDS,231008,231553,546,+,181,,Acetyltransferase,
Pseudomonas aeruginosa ,CDS,231719,231997,279,+,92,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,232087,232233,147,+,48,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,232285,232470,186,+,61,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,232509,233279,771,-,256,,Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein,
Pseudomonas aeruginosa ,CDS,233270,233827,558,-,185,,"Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23)","GO:0033863|ribose 1,5-bisphosphate phosphokinase activity"
Pseudomonas aeruginosa ,CDS,233827,234990,1164,-,387,,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase (EC 3.6.1.63),
Pseudomonas aeruginosa ,CDS,234980,235696,717,-,238,,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (EC 2.7.8.37),GO:0061693|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
Pseudomonas aeruginosa ,CDS,235746,236561,816,-,271,,Phosphonates utilization ATP-binding protein PhnK,
Pseudomonas aeruginosa ,CDS,236558,237442,885,-,294,,Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (EC 4.7.1.1),
Pseudomonas aeruginosa ,CDS,237439,238539,1101,-,366,,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI (EC 2.7.8.37),GO:0061693|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
Pseudomonas aeruginosa ,CDS,238539,239168,630,-,209,,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH (EC 2.7.8.37),GO:0061693|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
Pseudomonas aeruginosa ,CDS,239168,239626,459,-,152,,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG (EC 2.7.8.37),GO:0061693|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
Pseudomonas aeruginosa ,CDS,239636,240358,723,-,240,,Transcriptional regulator PhnF,
Pseudomonas aeruginosa ,CDS,240379,241173,795,-,264,,Phosphonate ABC transporter permease protein PhnE (TC 3.A.1.9.1),
Pseudomonas aeruginosa ,CDS,241242,242246,1005,-,334,,Phosphonate ABC transporter substrate-binding protein PhnD (TC 3.A.1.9.1),
Pseudomonas aeruginosa ,CDS,242299,243135,837,-,278,,Phosphonate ABC transporter ATP-binding protein PhnC (TC 3.A.1.9.1),
Pseudomonas aeruginosa ,CDS,243496,243822,327,+,108,,Alginate biosynthesis transcriptional activator,
Pseudomonas aeruginosa ,CDS,24380,24817,438,+,145,,MutT/Nudix family protein,
Pseudomonas aeruginosa ,CDS,243976,244341,366,+,121,,putative membrane protein,
Pseudomonas aeruginosa ,CDS,244439,245209,771,+,256,,Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase RhlG (EC 1.1.1.100),GO:0004316|3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity
Pseudomonas aeruginosa ,CDS,245262,245957,696,+,231,,tRNA (adenine(37)-N6)-methyltransferase,
Pseudomonas aeruginosa ,CDS,245964,246266,303,-,100,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,246327,246740,414,+,137,,Putative ring-cleaving dioxygenase,
Pseudomonas aeruginosa ,CDS,246968,249115,2148,+,715,,Nitrous oxide reductase maturation protein NosR,
Pseudomonas aeruginosa ,CDS,24907,25569,663,-,220,,4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),GO:0008700|4-hydroxy-2-oxoglutarate aldolase activity;GO:0008675|2-dehydro-3-deoxy-phosphogluconate aldolase activity
Pseudomonas aeruginosa ,CDS,249158,251068,1911,+,636,,Nitrous-oxide reductase (EC 1.7.99.6) / Pseudoazurin,
Pseudomonas aeruginosa ,CDS,251065,252351,1287,+,428,,Nitrous oxide reductase maturation protein NosD,
Pseudomonas aeruginosa ,CDS,252348,253262,915,+,304,,Nitrous oxide reductase maturation protein NosF (ATPase),
Pseudomonas aeruginosa ,CDS,253253,254080,828,+,275,,Nitrous oxide reductase maturation transmembrane protein NosY,
Pseudomonas aeruginosa ,CDS,254097,254633,537,+,178,,"Nitrous oxide reductase maturation protein, outer-membrane lipoprotein NosL",
Pseudomonas aeruginosa ,CDS,254716,255492,777,-,258,,Ferredoxin--NADP(+) reductase (EC 1.18.1.2) @ Flavodoxin--NADP(+) reductase (EC 1.19.1.1),GO:0004324|ferredoxin-NADP+ reductase activity
Pseudomonas aeruginosa ,CDS,255766,256692,927,+,308,,"Transcriptional regulator PA3398, LysR family",
Pseudomonas aeruginosa ,CDS,25587,26303,717,-,238,,"6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type",GO:0017057|6-phosphogluconolactonase activity
Pseudomonas aeruginosa ,CDS,256694,257035,342,-,113,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,257089,258222,1134,-,377,,"Efflux ABC transporter, permease protein",
Pseudomonas aeruginosa ,CDS,258219,259391,1173,-,390,,"Efflux ABC transporter, permease protein",
Pseudomonas aeruginosa ,CDS,259395,260366,972,-,323,,Membrane-fusion protein,
Pseudomonas aeruginosa ,CDS,260467,260952,486,-,161,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,261127,261414,288,+,95,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,261407,262762,1356,-,451,,"Type I secretion outer membrane protein, TolC family @ ABC exporter for hemopore HasA, outer membrane component HasF",
Pseudomonas aeruginosa ,CDS,262759,264090,1332,-,443,,"Type I secretion membrane fusion protein, HlyD family @ ABC exporter for hemopore HasA, membrane fusion protein (MFP) family component HasE",
Pseudomonas aeruginosa ,CDS,26290,27759,1470,-,489,,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),GO:0004345|glucose-6-phosphate dehydrogenase activity
Pseudomonas aeruginosa ,CDS,264087,265877,1791,-,596,,"Type I secretion system ATPase @ ABC exporter for hemopore HasA, ATP-binding component HasD",
Pseudomonas aeruginosa ,CDS,266095,266712,618,-,205,,Hemophore HasA,
Pseudomonas aeruginosa ,CDS,266798,269473,2676,-,891,,Hemophore HasA outer membrane receptor HasR / Iron siderophore receptor protein,
Pseudomonas aeruginosa ,CDS,269683,270669,987,-,328,,Iron siderophore sensor protein,
Pseudomonas aeruginosa ,CDS,270734,271249,516,-,171,,"FIG006045: Sigma factor, ECF subfamily",
Pseudomonas aeruginosa ,CDS,271326,271544,219,-,72,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,271664,271933,270,-,89,,"Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit",
Pseudomonas aeruginosa ,CDS,272143,272409,267,+,88,,"YebG, DNA damage-inducible gene in SOS regulon, expressed in stationary phase",
Pseudomonas aeruginosa ,CDS,272445,273029,585,+,194,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,273074,273472,399,+,132,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,273473,274585,1113,-,370,,Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168),GO:0043754|dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
Pseudomonas aeruginosa ,CDS,274603,275604,1002,-,333,,"Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)",GO:0003863|3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity
Pseudomonas aeruginosa ,CDS,275597,276694,1098,-,365,,"Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)",GO:0003863|3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity
Pseudomonas aeruginosa ,CDS,276836,277861,1026,-,341,,Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23),GO:0050049|leucine dehydrogenase activity
Pseudomonas aeruginosa ,CDS,278107,278919,813,+,270,,Protein sirB1,
Pseudomonas aeruginosa ,CDS,278926,281409,2484,-,827,,"Transcriptional regulator, LuxR family",
Pseudomonas aeruginosa ,CDS,27946,28803,858,+,285,,"Phosphogluconate repressor HexR, RpiR family",
Pseudomonas aeruginosa ,CDS,281559,282929,1371,-,456,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,282986,284743,1758,-,585,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,284965,285771,807,+,268,,AraC-type DNA-binding domain-containing proteins,
Pseudomonas aeruginosa ,CDS,285862,287268,1407,+,468,,Glycine/D-amino acid oxidases (deaminating),
Pseudomonas aeruginosa ,CDS,287303,287647,345,+,114,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,287667,288437,771,-,256,,Enoyl-CoA hydratase (EC 4.2.1.17) @ Enoyl-CoA hydratase EchA5 (EC 4.2.1.17),GO:0004300|enoyl-CoA hydratase activity
Pseudomonas aeruginosa ,CDS,28812,29663,852,-,283,,Aldose 1-epimerase,
Pseudomonas aeruginosa ,CDS,288554,289465,912,-,303,,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),
Pseudomonas aeruginosa ,CDS,289581,289874,294,-,97,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,289973,290869,897,-,298,,Epoxide hydrolase (EC 3.3.2.9),GO:0033961|cis-stilbene-oxide hydrolase activity
Pseudomonas aeruginosa ,CDS,290866,291645,780,-,259,,Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases,
Pseudomonas aeruginosa ,CDS,291774,292460,687,-,228,,CidA-associated membrane protein CidB,
Pseudomonas aeruginosa ,CDS,292447,292836,390,-,129,,Holin-like protein CidA,
Pseudomonas aeruginosa ,CDS,292932,293825,894,+,297,,"Transcriptional regulator CidR, LysR family",
Pseudomonas aeruginosa ,CDS,293965,294417,453,-,150,,Hypothetical flavoprotein YqcA (clustered with tRNA pseudouridine synthase C),
Pseudomonas aeruginosa ,CDS,294697,295254,558,+,185,,putative membrane protein,
Pseudomonas aeruginosa ,CDS,295365,296069,705,+,234,,FolM Alternative dihydrofolate reductase 1,
Pseudomonas aeruginosa ,CDS,296087,296647,561,+,186,,GTP cyclohydrolase I (EC 3.5.4.16) type 1,GO:0003934|GTP cyclohydrolase I activity
Pseudomonas aeruginosa ,CDS,296649,297020,372,+,123,,"D-erythro-7,8-dihydroneopterin triphosphate epimerase",
Pseudomonas aeruginosa ,CDS,297149,297460,312,+,103,,COGs COG3492,
Pseudomonas aeruginosa ,CDS,297512,297850,339,+,112,,Type III effector HopPmaJ,
Pseudomonas aeruginosa ,CDS,298030,298245,216,-,71,,Organosulfonate utilization protein SsuF,
Pseudomonas aeruginosa ,CDS,298286,299110,825,-,274,,Alkanesulfonate ABC transporter ATP-binding protein SsuB,
Pseudomonas aeruginosa ,CDS,29878,31506,1629,-,542,,Carbohydrate-selective porin OprB,
Pseudomonas aeruginosa ,CDS,299107,299895,789,-,262,,Alkanesulfonate ABC transporter permease protein SsuC,
Pseudomonas aeruginosa ,CDS,299916,301064,1149,-,382,,FMNH2-dependent alkanesulfonate monooxygenase (EC 1.14.14.5),GO:0008726|alkanesulfonate monooxygenase activity
Pseudomonas aeruginosa ,CDS,3,989,987,-,329,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,301142,302113,972,-,323,,Alkanesulfonate ABC transporter substrate-binding protein SsuA,
Pseudomonas aeruginosa ,CDS,302232,302825,594,-,197,,FMN reductase (NADPH) (EC 1.5.1.38),GO:0052873|FMN reductase (NADPH) activity
Pseudomonas aeruginosa ,CDS,302980,303729,750,-,249,,"ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)",
Pseudomonas aeruginosa ,CDS,303726,304550,825,-,274,,Alkanesulfonates transport system permease protein,
Pseudomonas aeruginosa ,CDS,304554,305558,1005,-,334,,"ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)",
Pseudomonas aeruginosa ,CDS,305809,306447,639,-,212,,Alkyl hydroperoxide reductase subunit C-like protein,
Pseudomonas aeruginosa ,CDS,306653,306862,210,+,69,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,307065,308636,1572,+,523,,Malate:quinone oxidoreductase (EC 1.1.5.4),GO:0008924|malate dehydrogenase (quinone) activity
Pseudomonas aeruginosa ,CDS,308860,309525,666,-,221,,Virulence factor mviM,
Pseudomonas aeruginosa ,CDS,309654,310838,1185,-,394,,3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9),GO:0003988|acetyl-CoA C-acyltransferase activity;GO:0003985|acetyl-CoA C-acetyltransferase activity
Pseudomonas aeruginosa ,CDS,310991,312481,1491,-,496,,UDP-galactose-lipid carrier transferase (EC 2.-.-.-),GO:0043842|Kdo transferase activity
Pseudomonas aeruginosa ,CDS,312625,314589,1965,+,654,,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61) / FAD-dependent cmnm(5)s(2)U34 oxidoreductase,GO:0004808|tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
Pseudomonas aeruginosa ,CDS,314690,315442,753,+,250,,Putative transmembrane protein,
Pseudomonas aeruginosa ,CDS,31499,32431,933,-,310,,"Glucose ABC transport system, inner membrane component 1",
Pseudomonas aeruginosa ,CDS,315597,316070,474,-,157,,"Transcriptional regulator, MarR family",
Pseudomonas aeruginosa ,CDS,316213,317982,1770,+,589,,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),GO:0004066|asparagine synthase (glutamine-hydrolyzing) activity
Pseudomonas aeruginosa ,CDS,318023,319780,1758,+,585,,Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30),GO:0071160|cyanophycin synthetase activity (L-aspartate-adding);GO:0071161|cyanophycin synthetase activity (L-arginine-adding)
Pseudomonas aeruginosa ,CDS,319777,320973,1197,+,398,,Deblocking aminopeptidase (EC 3.4.11.-) @ Cyanophycinase 2 (EC 3.4.15.6),
Pseudomonas aeruginosa ,CDS,321110,323866,2757,+,918,,Sensor histidine kinase/response regulator,
Pseudomonas aeruginosa ,CDS,323917,324147,231,+,76,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,324620,325945,1326,-,441,,Broad-substrate range phospholipase C (EC 3.1.4.3),GO:0034480|phosphatidylcholine phospholipase C activity
Pseudomonas aeruginosa ,CDS,32532,33794,1263,-,420,,"Glucose ABC transport system, periplasmic sugar-binding protein",
Pseudomonas aeruginosa ,CDS,326162,327877,1716,+,571,,Uncharacterized MFS-type transporter,
Pseudomonas aeruginosa ,CDS,327999,329324,1326,-,441,,ATP-dependent RNA helicase SrmB,
Pseudomonas aeruginosa ,CDS,329525,330892,1368,+,455,,Niacin transporter NiaP,
Pseudomonas aeruginosa ,CDS,331059,332387,1329,+,442,,Miniconductance mechanosensitive channel YbdG,
Pseudomonas aeruginosa ,CDS,332407,332949,543,+,180,,Dihydrofolate reductase homolog,
Pseudomonas aeruginosa ,CDS,332946,333404,459,+,152,,Nudix hydrolase family protein PA3470,
Pseudomonas aeruginosa ,CDS,333526,335220,1695,-,564,,NAD-dependent malic enzyme (EC 1.1.1.38),GO:0004471|malate dehydrogenase (decarboxylating) (NAD+) activity
Pseudomonas aeruginosa ,CDS,335677,336273,597,+,198,,Cell wall-associated hydrolases (invasion-associated proteins),
Pseudomonas aeruginosa ,CDS,336294,337193,900,-,299,,Uncharacterized inner membrane protein RarD,
Pseudomonas aeruginosa ,CDS,337190,338050,861,-,286,,MadN protein,
Pseudomonas aeruginosa ,CDS,338144,338950,807,-,268,,Prephenate dehydratase (EC 4.2.1.51) @ Arogenate dehydratase (EC 4.2.1.91),GO:0004664|prephenate dehydratase activity;GO:0047769|arogenate dehydratase activity
Pseudomonas aeruginosa ,CDS,339105,339710,606,-,201,,"N-butanoyl-L-homoserine lactone synthase @ N-acyl-L-homoserine lactone synthase, LuxI family (EC 2.3.1.184)",GO:0061579|N-acyl homoserine lactone synthase activity
Pseudomonas aeruginosa ,CDS,339891,340616,726,-,241,,"N-butanoyl-L-homoserine lactone-binding transcriptional activator @ Acyl-homoserine lactone-binding transcriptional activator, LuxR family @ Transcriptional regulator RhlR",
Pseudomonas aeruginosa ,CDS,340741,342021,1281,-,426,,"RhlB, TDP-rhamnosyltransferase 1 (EC 2.4.1.-)","GO:0000009|alpha-1,6-mannosyltransferase activity;GO:0000009|alpha-1,2-mannosyltransferase activity;GO:0000009|mannosyltransferase activity;GO:0000009|alpha-1,3-mannosyltransferase activity;GO:0000009|alpha-1,3-galactosyltransferase activity;GO:0000009|UDP-glucose:glycoprotein glucosyltransferase activity;GO:0000009|glycolipid mannosyltransferase activity;GO:0000009|oligosaccharyl transferase activity;GO:0000009|dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity;GO:0000009|acetylglucosaminyltransferase activity;GO:0000009|acetylgalactosaminyltransferase activity;GO:0000009|galactosyltransferase activity;GO:0000009|fucosyltransferase activity;GO:0000009|O antigen polymerase activity;GO:0000009|lipopolysaccharide-1,6-galactosyltransferase activity;GO:0000009|cellulose synthase activity;GO:0000009|9-phenanthrol UDP-glucuronosyltransferase activity;GO:0000009|1-phenanthrol glycosyltransferase activity;GO:0000009|9-phenanthrol glycosyltransferase activity;GO:0000009|1,2-dihydroxy-phenanthrene glycosyltransferase activity;GO:0000009|phenanthrol glycosyltransferase activity;GO:0000009|beta-1,4-mannosyltransferase activity;GO:0000009|alpha-1,2-galactosyltransferase activity;GO:0000009|dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity;GO:0000009|lipopolysaccharide-1,5-galactosyltransferase activity;GO:0000009|dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;GO:0000009|dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;GO:0000009|inositol phosphoceramide synthase activity;GO:0000009|glucosyltransferase activity;GO:0000009|alpha-(1->3)-fucosyltransferase activity;GO:0000009|alpha-(1->6)-fucosyltransferase activity;GO:0000009|indole-3-butyrate beta-glucosyltransferase activity;GO:0000009|salicylic acid glucosyltransferase (ester-forming) activity;GO:0000009|salicylic acid glucosyltransferase (glucoside-forming) activity;GO:0000009|benzoic acid glucosyltransferase activity;GO:0000009|chondroitin hydrolase activity;GO:0000009|dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity;GO:0000009|cytokinin 9-beta-glucosyltransferase activity"
Pseudomonas aeruginosa ,CDS,342087,342974,888,-,295,,"RhlA, 3-(3-hydroxyalkanoyloxy)alkanoic acids (HAAs) synthase",
Pseudomonas aeruginosa ,CDS,34319,35767,1449,-,482,,"Integral membrane sensor signal transduction histidine kinase (EC 2.7.13.3), glucose catabolism cluster",GO:0004673|protein histidine kinase activity
Pseudomonas aeruginosa ,CDS,343398,343964,567,-,188,,Deoxycytidine triphosphate deaminase (EC 3.5.4.13),GO:0008829|dCTP deaminase activity
Pseudomonas aeruginosa ,CDS,344065,345159,1095,-,364,,[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC),
Pseudomonas aeruginosa ,CDS,345290,347323,2034,+,677,,Methionyl-tRNA synthetase (EC 6.1.1.10),GO:0004825|methionine-tRNA ligase activity
Pseudomonas aeruginosa ,CDS,347357,348157,801,+,266,,UDP-N-acetylglucosamine enolpyruvyl transferase,
Pseudomonas aeruginosa ,CDS,348244,349470,1227,+,408,,"Bacterial lysozyme Tse3, effector of type VI secretion system",
Pseudomonas aeruginosa ,CDS,349467,349904,438,+,145,,"Inhibitor of bacterial Tse3 lysozyme, periplasmic => Tsi3",
Pseudomonas aeruginosa ,CDS,349998,350132,135,-,44,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,350199,352625,2427,+,808,,VgrG protein,
Pseudomonas aeruginosa ,CDS,352629,355928,3300,+,1099,,Phospholipase D,
Pseudomonas aeruginosa ,CDS,356357,357055,699,+,232,,hypothetical protein,
Pseudomonas aeruginosa ,CDS,357238,357822,585,+,194,,Electron transport complex protein RnfA,
Pseudomonas aeruginosa ,CDS,35764,36492,729,-,242,,"DNA-binding response regulator GltR, controls specific porins for the entry of glucose",
Pseudomonas aeruginosa ,CDS,357819,358385,567,+,188,,Electron transport complex protein RnfB,
Pseudomonas aeruginosa ,CDS,358382,360706,2325,+,774,,Electron transport complex protein RnfC,
Pseudomonas aeruginosa ,CDS,360709,361743,1035,+,344,,Electron transport complex protein RnfD,
Pseudomonas aeruginosa ,CDS,361743,362387,645,+,214,,Electron transport complex protein RnfG,
Pseudomonas aeruginosa ,CDS,362380,363096,717,+,238,,Electron transport complex protein RnfE,
Pseudomonas aeruginosa ,CDS,363093,363731,639,+,212,,Endonuclease III (EC 4.2.99.18),GO:0003906|DNA-(apurinic or apyrimidinic site) lyase activity
Pseudomonas aeruginosa ,CDS,363840,364019,180,+,59,,FIG00350425: hypothetical protein,
Pseudomonas aeruginosa ,CDS,364219,365292,1074,-,357,,SAM-dependent methyltransferase,
Pseudomonas aeruginosa ,CDS,36527,37522,996,-,331,,Glucokinase (EC 2.7.1.2),GO:0004340|glucokinase activity
Pseudomonas aeruginosa ,CDS,365342,366793,1452,-,483,,"Formerly called adenylosuccinate lyase (similar to archaeal version), but most likely something else",
Pseudomonas aeruginosa ,CDS,366793,368226,1434,-,477,,"Formerly called adenylosuccinate lyase (similar to archaeal version), but most likely something else",
Pseudomonas aeruginosa ,CDS,368257,369243,987,-,328,,3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41),GO:0004315|3-oxoacyl-[acyl-carrier-protein] synthase activity
Pseudomonas aeruginosa ,CDS,369276,370313,1038,-,345,,3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41),GO:0004315|3-oxoacyl-[acyl-carrier-protein] synthase activity
Pseudomonas aeruginosa ,CDS,370714,370869,156,-,51,,Copper chaperone,
